Data;Valor;Descrição
16/08/2019;33.523,44;Decrição produto 8067
20/04/2019;68.955,6;Decrição produto 0975
26/07/2018;13.916,28;Decrição produto 8002
23/04/2019;76.428,14;Decrição produto 2697
04/05/2018;32.454,72;Decrição produto 4985
29/07/2019;75.506,59;Decrição produto 4351
03/09/2019;54.703,28;Decrição produto 5341
23/01/2019;39.810,18;Decrição produto 0407
05/11/2018;33.236,78;Decrição produto 9054
02/08/2019;92.980,99;Decrição produto 0587
29/10/2018;41.622,13;Decrição produto 4306
01/10/2018;5.456,47;Decrição produto 8019
09/05/2018;24.613,87;Decrição produto 3417
08/09/2019;25.397,21;Decrição produto 8937
08/07/2018;85.677,15;Decrição produto 9654
15/07/2019;89.570,88;Decrição produto 6034
05/02/2019;55.989,73;Decrição produto 9978
22/02/2019;36.483,74;Decrição produto 2885
04/11/2018;52.998,66;Decrição produto 2561
20/05/2019;57.808,62;Decrição produto 4351
28/07/2018;41.851,34;Decrição produto 9285
18/08/2019;27.283,54;Decrição produto 8924
10/09/2018;55.488,80;Decrição produto 3106
14/03/2019;17.575,19;Decrição produto 3105
18/06/2018;5.336,60;Decrição produto 7755
01/04/2019;4.652,28;Decrição produto 0995
06/07/2018;79.599,60;Decrição produto 8285
28/11/2018;75.383,91;Decrição produto 9639
07/07/2019;54.250,2;Decrição produto 6480
22/04/2019;91.493,52;Decrição produto 4625
09/11/2018;25.181,47;Decrição produto 5445
03/05/2019;77.523,40;Decrição produto 0823
30/06/2019;57.363,63;Decrição produto 1903
27/10/2018;87.337,33;Decrição produto 0958
30/10/2018;15.805,18;Decrição produto 5242
28/03/2019;63.397,94;Decrição produto 9429
31/05/2019;23.906,13;Decrição produto 2010
11/12/2018;1.500,60;Decrição produto 4683
04/10/2018;49.849,35;Decrição produto 4012
10/05/2019;99.544,0;Decrição produto 0687
12/06/2018;92.196,23;Decrição produto 9056
27/07/2018;69.274,46;Decrição produto 0716
13/03/2019;47.477,42;Decrição produto 1917
04/06/2019;73.939,84;Decrição produto 1535
24/02/2019;23.834,9;Decrição produto 2724
07/09/2019;20.729,61;Decrição produto 0443
21/08/2018;35.801,46;Decrição produto 1311
31/08/2018;46.639,28;Decrição produto 4817
06/09/2019;7.433,33;Decrição produto 6108
16/05/2019;46.774,22;Decrição produto 1587
29/09/2018;59.357,89;Decrição produto 0243
22/05/2019;80.616,15;Decrição produto 8109
22/05/2019;78.256,1;Decrição produto 0075
21/07/2019;10.770,34;Decrição produto 1591
14/05/2019;32.260,35;Decrição produto 7051
01/07/2019;86.431,30;Decrição produto 2730
05/01/2019;71.612,20;Decrição produto 2223
07/07/2019;94.342,38;Decrição produto 7002
23/03/2019;30.869,36;Decrição produto 8665
29/03/2019;50.342,67;Decrição produto 6753
07/06/2018;36.155,51;Decrição produto 9937
22/09/2018;76.864,87;Decrição produto 7856
03/02/2019;57.151,45;Decrição produto 7639
01/11/2018;4.563,56;Decrição produto 2526
10/09/2019;27.535,54;Decrição produto 7659
27/07/2019;58.769,33;Decrição produto 7246
23/01/2019;63.248,14;Decrição produto 6495
09/08/2019;56.890,46;Decrição produto 2399
28/04/2019;49.899,83;Decrição produto 3351
05/05/2019;55.201,61;Decrição produto 1843
05/02/2019;75.727,38;Decrição produto 2948
06/04/2019;35.478,81;Decrição produto 2903
04/06/2018;22.814,90;Decrição produto 7125
30/06/2019;65.444,26;Decrição produto 9285
23/07/2018;88.348,98;Decrição produto 1587
07/08/2018;20.565,1;Decrição produto 1620
14/06/2019;98.743,0;Decrição produto 2736
10/06/2018;24.708,42;Decrição produto 5728
01/11/2018;75.868,84;Decrição produto 0572
13/12/2018;99.329,88;Decrição produto 3431
24/07/2019;75.969,36;Decrição produto 8417
12/07/2018;63.421,85;Decrição produto 1457
29/08/2019;2.878,94;Decrição produto 4672
02/06/2018;49.297,27;Decrição produto 6670
29/11/2018;23.610,66;Decrição produto 6297
21/07/2018;95.650,7;Decrição produto 1392
12/10/2018;21.992,52;Decrição produto 1555
01/09/2018;83.274,65;Decrição produto 6654
31/07/2019;85.110,60;Decrição produto 5846
12/04/2019;43.492,65;Decrição produto 0871
26/08/2019;70.988,26;Decrição produto 2615
18/03/2019;36.271,74;Decrição produto 8160
31/03/2019;46.169,13;Decrição produto 5652
01/05/2018;48.576,60;Decrição produto 3693
30/05/2018;60.706,81;Decrição produto 9222
16/12/2018;19.687,46;Decrição produto 0447
04/05/2019;99.213,70;Decrição produto 3043
28/08/2019;47.545,37;Decrição produto 9419
13/07/2019;71.113,56;Decrição produto 4405
01/05/2018;45.450,2;Decrição produto 8646
16/05/2019;0.994,30;Decrição produto 6087
21/06/2018;81.375,67;Decrição produto 9141
25/07/2018;26.752,60;Decrição produto 1224
19/08/2019;92.813,84;Decrição produto 7603
21/01/2019;57.776,0;Decrição produto 7910
12/09/2019;27.303,81;Decrição produto 4792
10/01/2019;93.740,72;Decrição produto 7315
28/08/2018;82.735,80;Decrição produto 3956
19/11/2018;1.273,62;Decrição produto 0155
05/08/2018;54.251,36;Decrição produto 5592
26/08/2018;89.957,16;Decrição produto 2512
23/11/2018;99.328,2;Decrição produto 9558
21/07/2018;22.178,4;Decrição produto 3035
13/12/2018;97.689,98;Decrição produto 3457
04/06/2018;37.372,26;Decrição produto 4916
03/05/2018;50.544,45;Decrição produto 1427
27/01/2019;79.320,45;Decrição produto 9265
01/04/2019;72.889,77;Decrição produto 0385
23/09/2018;42.226,96;Decrição produto 2916
22/05/2019;68.651,36;Decrição produto 9875
21/06/2018;34.977,88;Decrição produto 4187
23/02/2019;63.778,16;Decrição produto 9415
21/08/2018;51.128,47;Decrição produto 5628
07/06/2018;10.752,96;Decrição produto 0115
16/05/2018;65.842,82;Decrição produto 4362
10/09/2019;29.614,68;Decrição produto 9448
27/09/2018;81.277,97;Decrição produto 0266
14/01/2019;15.624,15;Decrição produto 9517
10/12/2018;24.906,97;Decrição produto 0472
26/01/2019;94.653,81;Decrição produto 6895
21/11/2018;36.541,59;Decrição produto 6362
02/05/2019;85.478,76;Decrição produto 7143
25/11/2018;66.398,59;Decrição produto 4736
21/02/2019;80.631,15;Decrição produto 0517
03/05/2018;53.117,11;Decrição produto 3821
16/06/2019;12.822,68;Decrição produto 1489
10/05/2019;22.309,35;Decrição produto 6684
05/09/2018;91.969,58;Decrição produto 9717
18/06/2018;48.393,32;Decrição produto 1489
10/12/2018;27.511,83;Decrição produto 5674
03/01/2019;4.197,25;Decrição produto 0879
07/10/2018;70.201,20;Decrição produto 0213
13/09/2018;40.186,59;Decrição produto 2989
24/08/2019;42.327,79;Decrição produto 2555
27/06/2019;88.653,76;Decrição produto 0414
10/06/2018;53.738,59;Decrição produto 7262
21/05/2019;18.689,5;Decrição produto 7068
26/08/2018;11.611,40;Decrição produto 6153
18/07/2019;83.524,9;Decrição produto 9159
19/05/2018;68.531,73;Decrição produto 4495
19/01/2019;30.961,72;Decrição produto 7566
16/08/2019;71.331,71;Decrição produto 0535
25/05/2018;27.328,49;Decrição produto 8149
03/09/2018;29.147,21;Decrição produto 0933
12/11/2018;40.671,77;Decrição produto 7246
16/07/2019;98.272,36;Decrição produto 7250
07/11/2018;15.188,11;Decrição produto 7842
11/09/2018;90.795,73;Decrição produto 2792
25/04/2019;61.989,76;Decrição produto 0202
08/11/2018;46.527,7;Decrição produto 2020
26/05/2019;4.996,48;Decrição produto 3402
03/11/2018;32.336,88;Decrição produto 1165
26/10/2018;43.877,22;Decrição produto 2377
29/08/2019;98.903,63;Decrição produto 8151
12/09/2018;1.161,26;Decrição produto 7377
25/09/2018;94.426,4;Decrição produto 0077
16/07/2019;24.359,37;Decrição produto 2304
20/10/2018;88.490,29;Decrição produto 2608
06/08/2018;58.242,80;Decrição produto 5149
13/11/2018;52.910,76;Decrição produto 7613
09/04/2019;0.336,52;Decrição produto 5074
01/07/2019;1.720,20;Decrição produto 3186
13/06/2019;0.145,82;Decrição produto 5425
20/11/2018;27.246,94;Decrição produto 9277
06/01/2019;95.538,52;Decrição produto 2431
25/05/2019;58.778,42;Decrição produto 6037
27/06/2018;52.187,62;Decrição produto 1864
19/01/2019;30.387,87;Decrição produto 0449
03/07/2018;12.514,39;Decrição produto 0447
03/07/2019;31.455,11;Decrição produto 4719
22/10/2018;22.391,32;Decrição produto 1693
01/10/2018;34.628,76;Decrição produto 2719
21/06/2019;2.848,61;Decrição produto 1674
22/04/2019;93.839,32;Decrição produto 9552
01/06/2018;97.580,57;Decrição produto 3802
11/07/2019;65.600,68;Decrição produto 9813
03/08/2019;29.322,17;Decrição produto 2376
20/03/2019;53.348,75;Decrição produto 6188
08/12/2018;51.316,89;Decrição produto 2719
21/07/2018;8.741,61;Decrição produto 8212
11/05/2019;43.266,62;Decrição produto 0563
18/08/2019;78.875,55;Decrição produto 6831
09/05/2018;3.146,0;Decrição produto 4641
14/07/2018;73.322,21;Decrição produto 3004
20/08/2018;79.444,70;Decrição produto 3796
23/04/2019;70.400,53;Decrição produto 8592
08/03/2019;28.125,87;Decrição produto 3339
09/12/2018;71.883,17;Decrição produto 8595
03/03/2019;89.843,44;Decrição produto 9504
17/05/2019;33.581,99;Decrição produto 9443
29/04/2019;82.917,9;Decrição produto 2931
02/07/2018;68.895,26;Decrição produto 8101
24/03/2019;80.564,54;Decrição produto 4033
31/05/2019;49.723,67;Decrição produto 1347
29/12/2018;54.640,89;Decrição produto 2334
30/07/2019;66.388,92;Decrição produto 3739
07/09/2018;20.717,19;Decrição produto 2726
12/06/2019;27.441,89;Decrição produto 8944
22/09/2018;65.201,35;Decrição produto 8346
07/07/2018;45.733,19;Decrição produto 6509
11/07/2019;76.439,31;Decrição produto 9040
07/09/2019;53.345,14;Decrição produto 8749
01/02/2019;94.293,2;Decrição produto 7449
11/05/2018;81.445,60;Decrição produto 5463
09/11/2018;80.329,39;Decrição produto 8155
17/07/2019;89.748,51;Decrição produto 8087
12/09/2018;39.782,0;Decrição produto 9967
27/12/2018;44.252,4;Decrição produto 2044
09/06/2018;90.553,86;Decrição produto 1257
10/08/2018;64.632,7;Decrição produto 7707
29/09/2018;17.774,97;Decrição produto 3786
28/07/2018;58.413,10;Decrição produto 9447
13/09/2018;25.791,34;Decrição produto 0430
23/02/2019;62.427,73;Decrição produto 4639
27/02/2019;43.459,87;Decrição produto 9650
02/07/2019;5.963,20;Decrição produto 1794
09/04/2019;12.287,54;Decrição produto 3721
27/03/2019;29.144,1;Decrição produto 2785
30/06/2018;81.804,51;Decrição produto 6947
14/08/2019;37.553,76;Decrição produto 7325
27/07/2018;62.222,96;Decrição produto 5529
14/05/2019;96.174,50;Decrição produto 5844
03/07/2019;71.777,70;Decrição produto 1949
27/08/2019;79.543,51;Decrição produto 8516
12/06/2018;93.120,97;Decrição produto 4887
29/01/2019;5.698,69;Decrição produto 5454
09/10/2018;66.523,48;Decrição produto 1163
10/08/2019;27.944,89;Decrição produto 2417
29/07/2019;50.656,17;Decrição produto 2180
25/08/2019;75.394,11;Decrição produto 3966
18/05/2019;68.687,5;Decrição produto 4552
31/08/2019;53.700,82;Decrição produto 7546
05/09/2018;94.537,0;Decrição produto 1083
11/09/2019;8.927,15;Decrição produto 6699
28/09/2018;94.180,88;Decrição produto 1360
23/06/2019;7.353,46;Decrição produto 2902
08/05/2019;81.987,45;Decrição produto 1841
06/05/2019;8.433,3;Decrição produto 1769
05/06/2019;66.382,77;Decrição produto 4916
09/06/2018;59.577,61;Decrição produto 7009
12/01/2019;89.554,85;Decrição produto 7734
21/09/2018;30.681,93;Decrição produto 5766
28/04/2019;66.871,92;Decrição produto 7920
05/09/2019;67.929,36;Decrição produto 7886
11/09/2019;38.877,60;Decrição produto 1687
19/06/2018;33.710,31;Decrição produto 0229
25/03/2019;21.679,33;Decrição produto 7497
02/04/2019;36.497,29;Decrição produto 4696
19/01/2019;42.607,70;Decrição produto 6872
24/09/2018;99.604,70;Decrição produto 6919
16/06/2019;70.588,28;Decrição produto 2700
06/07/2018;20.176,30;Decrição produto 5895
08/09/2019;85.443,12;Decrição produto 7592
19/09/2018;68.164,88;Decrição produto 7398
18/06/2018;11.710,19;Decrição produto 4720
20/12/2018;55.523,25;Decrição produto 8683
22/03/2019;31.181,35;Decrição produto 2025
25/08/2018;58.957,69;Decrição produto 6762
19/02/2019;2.152,85;Decrição produto 4308
17/05/2019;41.637,18;Decrição produto 5446
03/09/2018;88.492,0;Decrição produto 2414
26/12/2018;4.854,54;Decrição produto 4214
21/05/2018;2.281,91;Decrição produto 3904
08/07/2019;89.311,35;Decrição produto 7364
31/07/2018;88.125,20;Decrição produto 4596
17/12/2018;22.439,8;Decrição produto 1118
21/02/2019;64.754,64;Decrição produto 2120
23/02/2019;87.205,62;Decrição produto 5617
11/08/2018;63.851,17;Decrição produto 8934
09/12/2018;28.859,39;Decrição produto 3740
19/07/2019;25.482,24;Decrição produto 3822
22/04/2019;78.234,87;Decrição produto 8721
12/08/2019;23.180,11;Decrição produto 6972
21/02/2019;1.860,4;Decrição produto 9616
08/02/2019;8.163,67;Decrição produto 2190
26/04/2019;56.674,98;Decrição produto 7630
11/04/2019;92.230,80;Decrição produto 6963
03/07/2018;59.901,65;Decrição produto 3060
20/06/2019;96.168,60;Decrição produto 4605
05/07/2018;44.101,78;Decrição produto 4809
22/10/2018;41.485,81;Decrição produto 0056
12/02/2019;27.684,57;Decrição produto 5842
20/05/2019;5.663,60;Decrição produto 7126
30/09/2018;74.194,42;Decrição produto 5927
04/04/2019;48.428,17;Decrição produto 0961
13/11/2018;72.551,38;Decrição produto 3886
20/07/2019;59.985,76;Decrição produto 6065
17/06/2018;21.157,49;Decrição produto 1389
15/08/2018;54.351,91;Decrição produto 3460
20/07/2019;74.147,75;Decrição produto 4134
20/06/2018;56.342,38;Decrição produto 6900
27/05/2018;63.899,12;Decrição produto 3429
14/07/2019;89.565,58;Decrição produto 7664
19/10/2018;2.778,64;Decrição produto 4952
30/07/2019;42.323,10;Decrição produto 5338
11/08/2019;48.773,51;Decrição produto 3482
07/09/2019;65.993,58;Decrição produto 6614
01/05/2018;80.211,40;Decrição produto 1673
14/11/2018;37.414,49;Decrição produto 6866
16/08/2018;94.377,47;Decrição produto 2229
31/08/2018;32.192,41;Decrição produto 4357
16/12/2018;95.961,61;Decrição produto 4369
06/09/2019;8.741,21;Decrição produto 0216
25/06/2019;11.679,61;Decrição produto 1442
28/05/2018;9.754,55;Decrição produto 0422
11/07/2019;23.496,71;Decrição produto 1900
22/10/2018;99.331,10;Decrição produto 8022
11/09/2019;21.970,72;Decrição produto 3814
18/02/2019;15.688,4;Decrição produto 9006
03/04/2019;49.350,13;Decrição produto 4269
28/04/2019;24.119,63;Decrição produto 9049
22/07/2018;18.972,12;Decrição produto 3186
24/09/2018;0.298,12;Decrição produto 0938
01/03/2019;41.284,81;Decrição produto 3425
07/12/2018;21.486,30;Decrição produto 9739
29/06/2019;54.718,2;Decrição produto 5709
28/11/2018;16.743,64;Decrição produto 9588
16/08/2018;64.565,76;Decrição produto 5380
19/07/2018;33.184,54;Decrição produto 0355
20/07/2019;84.655,24;Decrição produto 5887
12/12/2018;11.535,88;Decrição produto 9676
11/09/2018;7.116,87;Decrição produto 6858
