Data;Valor;Descrição
03/07/2018;11.814,11;Decrição produto 4343
05/07/2019;85.206,59;Decrição produto 7517
06/04/2019;6.655,51;Decrição produto 3696
16/10/2018;99.545,67;Decrição produto 6878
08/08/2018;35.527,44;Decrição produto 0444
02/07/2019;32.203,76;Decrição produto 7595
07/07/2019;81.562,23;Decrição produto 7666
31/05/2018;37.470,92;Decrição produto 5357
29/08/2019;15.245,40;Decrição produto 5966
18/08/2019;27.946,70;Decrição produto 0116
02/07/2018;41.504,44;Decrição produto 9437
16/02/2019;72.953,64;Decrição produto 8290
17/01/2019;61.522,44;Decrição produto 1135
24/04/2019;32.151,98;Decrição produto 1593
17/08/2018;71.110,6;Decrição produto 6885
12/09/2018;19.132,66;Decrição produto 6927
09/04/2019;46.499,4;Decrição produto 8126
19/08/2018;91.190,85;Decrição produto 1680
14/06/2019;33.856,51;Decrição produto 5818
21/05/2018;15.425,63;Decrição produto 8902
21/12/2018;87.839,59;Decrição produto 9631
06/06/2019;79.801,60;Decrição produto 1042
25/05/2018;44.730,40;Decrição produto 3342
31/05/2019;61.255,64;Decrição produto 2458
17/05/2018;87.584,89;Decrição produto 5803
06/05/2019;73.471,63;Decrição produto 4254
12/02/2019;79.890,30;Decrição produto 7555
09/09/2019;13.248,41;Decrição produto 3583
26/10/2018;13.671,5;Decrição produto 9153
05/04/2019;16.809,28;Decrição produto 8026
04/06/2019;45.983,56;Decrição produto 1659
18/07/2018;52.438,68;Decrição produto 7092
01/04/2019;27.916,63;Decrição produto 1589
30/05/2019;87.149,12;Decrição produto 0554
04/06/2018;99.577,88;Decrição produto 8577
06/09/2018;53.625,53;Decrição produto 6966
16/02/2019;8.623,17;Decrição produto 8364
22/07/2019;36.334,80;Decrição produto 5345
10/08/2018;4.305,99;Decrição produto 2857
17/01/2019;16.634,27;Decrição produto 8549
25/11/2018;60.346,53;Decrição produto 6644
12/01/2019;26.739,85;Decrição produto 1164
31/12/2018;52.792,77;Decrição produto 1736
21/12/2018;77.160,13;Decrição produto 9548
30/12/2018;11.635,64;Decrição produto 5922
07/06/2019;97.463,74;Decrição produto 3621
04/06/2018;58.504,44;Decrição produto 0882
21/04/2019;3.309,78;Decrição produto 8976
01/05/2019;17.481,11;Decrição produto 3751
13/08/2018;72.243,13;Decrição produto 7344
10/01/2019;39.289,31;Decrição produto 5981
19/04/2019;39.432,34;Decrição produto 5997
25/05/2018;6.144,12;Decrição produto 0780
10/10/2018;66.196,71;Decrição produto 3432
09/10/2018;19.105,45;Decrição produto 9736
04/05/2018;7.402,29;Decrição produto 1936
16/12/2018;51.310,88;Decrição produto 2877
15/03/2019;67.207,72;Decrição produto 8207
24/04/2019;9.361,8;Decrição produto 0332
07/08/2018;58.625,40;Decrição produto 5050
01/06/2019;45.745,15;Decrição produto 6396
23/01/2019;83.634,59;Decrição produto 5219
07/05/2019;92.575,79;Decrição produto 3934
01/03/2019;70.514,95;Decrição produto 6920
23/09/2018;14.911,64;Decrição produto 9770
08/08/2019;55.734,61;Decrição produto 8993
03/09/2018;54.684,77;Decrição produto 2273
07/05/2018;82.847,30;Decrição produto 0072
22/11/2018;47.488,55;Decrição produto 8122
15/08/2018;29.588,36;Decrição produto 5274
30/04/2019;84.213,85;Decrição produto 6628
03/08/2019;64.749,11;Decrição produto 1002
01/01/2019;62.793,84;Decrição produto 6861
20/05/2018;79.518,95;Decrição produto 5998
08/12/2018;94.216,79;Decrição produto 9247
24/10/2018;35.124,0;Decrição produto 9737
04/05/2018;80.928,25;Decrição produto 2055
06/08/2019;14.844,11;Decrição produto 0112
02/04/2019;64.541,68;Decrição produto 9765
23/08/2018;42.441,21;Decrição produto 6713
02/05/2019;93.549,93;Decrição produto 9859
29/11/2018;58.861,13;Decrição produto 4623
19/11/2018;22.853,82;Decrição produto 8671
30/12/2018;49.521,73;Decrição produto 1476
18/03/2019;48.341,30;Decrição produto 6676
19/12/2018;78.106,51;Decrição produto 9081
12/10/2018;86.562,69;Decrição produto 3185
26/06/2019;16.370,33;Decrição produto 5721
02/01/2019;9.884,12;Decrição produto 4862
01/09/2019;47.257,8;Decrição produto 8388
19/04/2019;23.123,34;Decrição produto 5798
18/02/2019;85.368,49;Decrição produto 0787
16/06/2018;40.250,21;Decrição produto 0092
29/06/2018;94.921,10;Decrição produto 4566
17/05/2018;41.312,66;Decrição produto 9128
13/08/2018;48.228,7;Decrição produto 5430
08/02/2019;69.256,7;Decrição produto 5742
26/01/2019;95.901,73;Decrição produto 7977
22/01/2019;70.922,44;Decrição produto 3494
07/06/2018;49.377,10;Decrição produto 8859
14/04/2019;41.439,77;Decrição produto 8732
03/07/2018;39.124,36;Decrição produto 6553
11/12/2018;53.576,57;Decrição produto 8573
14/02/2019;14.161,31;Decrição produto 5301
11/04/2019;53.234,86;Decrição produto 1181
20/01/2019;7.577,4;Decrição produto 5836
09/02/2019;48.728,82;Decrição produto 5353
10/06/2019;24.737,80;Decrição produto 4430
18/01/2019;68.845,9;Decrição produto 5820
21/07/2019;74.971,29;Decrição produto 2975
28/08/2019;76.892,28;Decrição produto 7219
09/10/2018;46.516,38;Decrição produto 7809
16/10/2018;95.555,43;Decrição produto 1156
09/08/2018;6.203,40;Decrição produto 1616
22/04/2019;51.811,24;Decrição produto 9878
10/01/2019;8.591,47;Decrição produto 7975
16/07/2019;56.440,65;Decrição produto 1169
15/11/2018;37.752,49;Decrição produto 2332
23/03/2019;15.892,80;Decrição produto 7919
03/11/2018;67.546,37;Decrição produto 3540
20/06/2019;68.204,8;Decrição produto 0505
02/10/2018;89.514,11;Decrição produto 1989
26/02/2019;95.767,9;Decrição produto 8048
01/04/2019;47.530,0;Decrição produto 6442
09/01/2019;93.242,14;Decrição produto 6371
11/12/2018;13.976,44;Decrição produto 0438
25/03/2019;77.752,43;Decrição produto 8607
03/09/2018;45.996,54;Decrição produto 7794
14/11/2018;65.448,85;Decrição produto 6214
21/02/2019;5.250,82;Decrição produto 5056
04/06/2019;67.806,28;Decrição produto 6532
30/06/2018;74.461,70;Decrição produto 6152
20/06/2018;77.372,85;Decrição produto 0977
23/05/2018;33.645,89;Decrição produto 2026
27/07/2019;40.777,54;Decrição produto 3862
10/06/2018;59.521,20;Decrição produto 4099
17/06/2018;5.161,85;Decrição produto 4762
07/04/2019;53.294,6;Decrição produto 6815
30/01/2019;85.993,8;Decrição produto 4788
05/04/2019;70.304,40;Decrição produto 0095
26/08/2019;41.232,92;Decrição produto 2299
11/04/2019;87.682,16;Decrição produto 2650
25/01/2019;85.424,29;Decrição produto 0562
23/09/2018;13.424,26;Decrição produto 5352
20/06/2019;87.471,7;Decrição produto 4296
14/01/2019;32.261,53;Decrição produto 2522
20/07/2018;49.718,59;Decrição produto 3029
17/07/2019;92.488,46;Decrição produto 6661
29/05/2019;45.590,85;Decrição produto 4328
20/08/2019;37.827,4;Decrição produto 6072
05/05/2019;25.400,64;Decrição produto 4004
27/06/2018;64.141,78;Decrição produto 0421
30/03/2019;83.474,90;Decrição produto 9044
06/07/2018;25.359,17;Decrição produto 3819
17/05/2019;4.837,61;Decrição produto 9446
02/09/2018;77.730,93;Decrição produto 0526
24/11/2018;52.944,58;Decrição produto 4781
13/03/2019;92.568,64;Decrição produto 5851
21/07/2019;89.469,49;Decrição produto 5685
12/08/2018;61.820,66;Decrição produto 1126
17/09/2018;30.359,63;Decrição produto 9315
04/06/2018;22.349,76;Decrição produto 8533
17/08/2018;34.475,77;Decrição produto 9727
29/05/2019;12.575,25;Decrição produto 9750
22/03/2019;21.896,68;Decrição produto 7829
07/03/2019;79.535,93;Decrição produto 8013
11/07/2018;13.406,55;Decrição produto 2847
15/06/2019;0.233,82;Decrição produto 9589
23/07/2019;60.418,54;Decrição produto 3315
22/09/2018;29.691,44;Decrição produto 4171
08/04/2019;52.252,53;Decrição produto 7953
12/07/2019;42.939,98;Decrição produto 0633
11/06/2019;33.838,50;Decrição produto 3829
21/10/2018;59.585,90;Decrição produto 8499
25/09/2018;35.758,35;Decrição produto 0274
21/08/2019;7.854,98;Decrição produto 7863
18/05/2019;47.512,81;Decrição produto 9659
02/06/2018;85.331,35;Decrição produto 9797
18/04/2019;65.710,11;Decrição produto 3667
08/06/2019;43.911,44;Decrição produto 0821
14/08/2019;42.390,93;Decrição produto 9883
29/08/2018;76.683,86;Decrição produto 9882
24/02/2019;45.930,3;Decrição produto 0991
01/01/2019;10.318,61;Decrição produto 8438
02/05/2019;6.208,1;Decrição produto 5328
28/11/2018;0.925,87;Decrição produto 9212
10/07/2018;64.362,43;Decrição produto 6373
03/05/2018;60.460,46;Decrição produto 2974
24/09/2018;29.557,78;Decrição produto 6860
20/09/2018;5.228,74;Decrição produto 0275
13/06/2019;95.437,95;Decrição produto 5230
17/10/2018;97.901,84;Decrição produto 9437
29/09/2018;88.462,34;Decrição produto 2672
18/01/2019;66.213,37;Decrição produto 2399
29/08/2019;0.753,15;Decrição produto 7780
17/12/2018;9.835,43;Decrição produto 3441
04/01/2019;51.587,45;Decrição produto 1275
20/01/2019;60.228,49;Decrição produto 2706
06/12/2018;32.105,78;Decrição produto 2842
21/01/2019;94.149,41;Decrição produto 7806
11/07/2018;71.295,6;Decrição produto 3461
09/03/2019;87.385,99;Decrição produto 3120
18/11/2018;22.341,40;Decrição produto 6436
11/05/2019;37.121,65;Decrição produto 8480
02/07/2019;75.239,25;Decrição produto 7193
19/01/2019;57.122,69;Decrição produto 7857
17/08/2019;26.646,5;Decrição produto 0203
22/06/2019;57.977,51;Decrição produto 8096
12/06/2018;8.298,78;Decrição produto 0632
27/07/2019;76.904,84;Decrição produto 6684
28/02/2019;10.312,30;Decrição produto 7876
04/10/2018;97.399,49;Decrição produto 4613
24/06/2018;1.787,97;Decrição produto 2880
28/01/2019;3.405,24;Decrição produto 8635
11/05/2019;6.298,56;Decrição produto 9220
22/06/2019;50.388,28;Decrição produto 1686
30/06/2019;4.980,19;Decrição produto 3251
18/02/2019;79.644,15;Decrição produto 3356
29/07/2018;85.238,52;Decrição produto 4846
14/12/2018;1.293,90;Decrição produto 4879
06/10/2018;18.788,60;Decrição produto 0239
23/07/2018;68.311,33;Decrição produto 0366
21/02/2019;44.364,18;Decrição produto 6482
23/06/2019;83.426,23;Decrição produto 1940
16/01/2019;29.216,20;Decrição produto 3077
18/02/2019;8.487,53;Decrição produto 8586
02/03/2019;96.473,8;Decrição produto 6305
27/05/2018;86.417,53;Decrição produto 8145
14/04/2019;97.962,16;Decrição produto 7278
03/07/2019;45.109,25;Decrição produto 7387
14/06/2018;55.791,88;Decrição produto 6059
08/09/2018;52.860,37;Decrição produto 9721
26/12/2018;7.389,30;Decrição produto 4548
06/06/2019;16.652,49;Decrição produto 4724
30/08/2019;19.202,86;Decrição produto 4481
04/04/2019;74.828,41;Decrição produto 0991
24/06/2019;56.837,73;Decrição produto 8625
10/09/2019;33.524,89;Decrição produto 3510
13/01/2019;75.629,72;Decrição produto 8073
18/06/2019;49.799,75;Decrição produto 2802
02/04/2019;27.795,89;Decrição produto 4559
26/01/2019;25.221,99;Decrição produto 0949
17/09/2018;38.825,76;Decrição produto 1511
17/05/2019;17.961,40;Decrição produto 5996
15/07/2019;28.554,73;Decrição produto 8168
12/05/2019;67.819,88;Decrição produto 6116
01/06/2019;33.338,81;Decrição produto 2602
09/05/2019;33.771,42;Decrição produto 4252
14/11/2018;24.106,26;Decrição produto 3998
21/11/2018;71.816,87;Decrição produto 2528
07/05/2018;49.348,59;Decrição produto 8871
24/05/2018;86.984,52;Decrição produto 2244
08/10/2018;51.207,11;Decrição produto 3270
26/12/2018;36.653,77;Decrição produto 1076
13/11/2018;35.321,95;Decrição produto 5232
12/11/2018;71.255,80;Decrição produto 6842
22/07/2019;8.443,87;Decrição produto 8427
05/06/2019;11.127,6;Decrição produto 4981
15/06/2018;49.812,38;Decrição produto 7287
08/03/2019;10.184,11;Decrição produto 4562
07/06/2018;94.347,18;Decrição produto 5026
04/08/2018;69.828,67;Decrição produto 8921
28/08/2019;79.514,56;Decrição produto 4930
10/11/2018;86.445,92;Decrição produto 8591
02/02/2019;51.137,56;Decrição produto 3951
15/04/2019;41.563,2;Decrição produto 9495
18/03/2019;62.599,3;Decrição produto 7855
14/07/2019;30.188,85;Decrição produto 6475
25/10/2018;3.196,75;Decrição produto 5421
11/04/2019;83.625,42;Decrição produto 9768
13/07/2018;21.297,83;Decrição produto 5478
30/08/2018;17.298,66;Decrição produto 3369
13/08/2019;20.106,54;Decrição produto 9961
07/05/2018;52.243,10;Decrição produto 3287
06/06/2018;20.807,69;Decrição produto 8049
15/02/2019;73.834,47;Decrição produto 0104
13/05/2019;4.446,67;Decrição produto 6484
26/04/2019;12.571,28;Decrição produto 5837
22/02/2019;38.346,94;Decrição produto 4369
06/09/2019;19.368,81;Decrição produto 3322
21/07/2018;27.544,47;Decrição produto 1955
30/01/2019;63.621,99;Decrição produto 1203
24/03/2019;60.388,92;Decrição produto 2314
05/09/2018;73.834,68;Decrição produto 8698
09/09/2018;7.810,81;Decrição produto 0083
03/06/2018;21.461,94;Decrição produto 2402
31/07/2018;8.908,43;Decrição produto 9758
25/12/2018;5.993,50;Decrição produto 3191
17/07/2018;9.200,19;Decrição produto 8258
07/11/2018;62.327,42;Decrição produto 9606
20/01/2019;45.572,17;Decrição produto 6180
13/06/2018;54.241,60;Decrição produto 9640
04/07/2019;67.877,20;Decrição produto 2866
16/02/2019;75.188,46;Decrição produto 9779
06/12/2018;91.310,48;Decrição produto 8632
27/08/2019;59.660,71;Decrição produto 3272
15/09/2018;15.361,2;Decrição produto 7069
04/03/2019;26.891,8;Decrição produto 1178
27/09/2018;12.320,39;Decrição produto 2026
25/07/2018;7.314,41;Decrição produto 7425
14/06/2019;28.619,52;Decrição produto 5029
14/01/2019;35.610,47;Decrição produto 7269
11/05/2018;37.681,48;Decrição produto 2274
11/12/2018;9.418,45;Decrição produto 1741
07/09/2018;99.368,61;Decrição produto 0311
22/11/2018;7.148,57;Decrição produto 0987
11/08/2019;28.643,34;Decrição produto 8580
29/05/2018;66.360,88;Decrição produto 5364
22/12/2018;10.765,66;Decrição produto 9386
05/01/2019;95.481,37;Decrição produto 4641
20/12/2018;91.854,50;Decrição produto 0821
05/11/2018;3.236,93;Decrição produto 0960
26/08/2019;64.414,23;Decrição produto 9252
28/06/2019;51.134,34;Decrição produto 1481
09/05/2019;23.704,76;Decrição produto 3809
25/10/2018;53.777,82;Decrição produto 8961
11/08/2018;82.736,95;Decrição produto 5845
09/04/2019;47.831,27;Decrição produto 3000
15/05/2018;74.103,9;Decrição produto 5056
25/04/2019;49.508,64;Decrição produto 9959
03/05/2019;74.207,74;Decrição produto 1712
29/10/2018;92.141,86;Decrição produto 6204
02/09/2019;80.789,97;Decrição produto 5234
20/02/2019;11.550,4;Decrição produto 3247
25/12/2018;2.613,66;Decrição produto 2161
19/12/2018;74.511,40;Decrição produto 8365
13/06/2019;63.859,32;Decrição produto 5386
19/08/2018;9.589,24;Decrição produto 3365
15/06/2018;3.231,39;Decrição produto 2257
06/06/2019;83.451,73;Decrição produto 4696
05/05/2019;97.652,15;Decrição produto 8768
15/08/2019;99.916,19;Decrição produto 6323
30/06/2019;33.390,95;Decrição produto 1106
03/06/2018;59.809,29;Decrição produto 1037
12/09/2018;40.660,10;Decrição produto 5615
12/11/2018;7.462,83;Decrição produto 7023
11/01/2019;78.819,6;Decrição produto 1961
21/11/2018;32.648,7;Decrição produto 3636
09/05/2019;49.973,53;Decrição produto 2133
24/11/2018;65.835,97;Decrição produto 2685
08/10/2018;65.357,55;Decrição produto 1048
15/02/2019;9.204,46;Decrição produto 4262
07/10/2018;35.495,97;Decrição produto 1725
20/04/2019;1.721,52;Decrição produto 9548
25/05/2019;10.167,50;Decrição produto 2716
01/06/2019;91.995,88;Decrição produto 3239
04/07/2018;25.893,64;Decrição produto 0280
22/03/2019;48.455,98;Decrição produto 4024
04/06/2018;59.162,5;Decrição produto 1009
22/03/2019;75.909,79;Decrição produto 6919
09/08/2018;25.543,12;Decrição produto 5604
30/03/2019;70.472,74;Decrição produto 5391
21/02/2019;5.904,3;Decrição produto 5432
04/03/2019;8.863,15;Decrição produto 3796
18/12/2018;22.839,23;Decrição produto 2709
10/08/2018;43.573,23;Decrição produto 9769
30/11/2018;24.518,32;Decrição produto 2154
16/11/2018;97.541,76;Decrição produto 1878
02/08/2018;14.407,19;Decrição produto 4247
06/08/2018;20.353,70;Decrição produto 9155
19/03/2019;31.376,43;Decrição produto 2172
12/01/2019;49.198,76;Decrição produto 9138
29/04/2019;52.904,38;Decrição produto 5114
25/04/2019;80.557,52;Decrição produto 8014
17/06/2018;43.584,52;Decrição produto 9931
08/11/2018;26.351,99;Decrição produto 9643
20/07/2019;12.968,61;Decrição produto 9091
01/05/2019;62.715,52;Decrição produto 1361
10/12/2018;30.284,95;Decrição produto 8130
25/04/2019;65.779,14;Decrição produto 1061
16/04/2019;11.694,55;Decrição produto 1919
19/05/2018;51.864,14;Decrição produto 0418
18/06/2018;65.946,46;Decrição produto 2051
17/09/2018;78.935,95;Decrição produto 6462
05/10/2018;65.596,61;Decrição produto 2195
29/07/2018;12.358,36;Decrição produto 1931
28/12/2018;63.419,12;Decrição produto 1546
16/06/2019;50.141,11;Decrição produto 3710
13/07/2019;81.975,70;Decrição produto 1637
07/11/2018;51.288,11;Decrição produto 1591
19/08/2018;82.187,59;Decrição produto 5371
06/09/2019;90.802,36;Decrição produto 2123
13/02/2019;50.144,10;Decrição produto 3690
02/05/2019;35.651,94;Decrição produto 0384
24/06/2018;47.581,68;Decrição produto 3261
14/11/2018;2.158,49;Decrição produto 3161
01/07/2018;49.686,93;Decrição produto 3835
15/08/2018;47.723,5;Decrição produto 5701
01/09/2018;63.717,88;Decrição produto 6632
17/10/2018;87.503,35;Decrição produto 7278
25/05/2018;96.893,46;Decrição produto 6198
20/05/2019;98.862,26;Decrição produto 1022
05/01/2019;5.408,10;Decrição produto 4111
17/03/2019;73.771,70;Decrição produto 2340
14/03/2019;83.600,17;Decrição produto 5591
14/04/2019;3.366,35;Decrição produto 8034
21/03/2019;77.263,65;Decrição produto 9267
20/11/2018;54.513,60;Decrição produto 8729
12/06/2018;10.335,17;Decrição produto 3500
21/09/2018;61.426,10;Decrição produto 7375
30/05/2018;57.599,69;Decrição produto 0786
07/02/2019;0.789,99;Decrição produto 7196
27/08/2019;29.780,47;Decrição produto 7715
23/08/2018;61.251,89;Decrição produto 7702
10/01/2019;90.268,90;Decrição produto 4604
04/12/2018;5.219,87;Decrição produto 0551
01/12/2018;27.393,98;Decrição produto 2371
16/08/2018;40.519,79;Decrição produto 7278
17/01/2019;7.729,40;Decrição produto 6522
07/06/2019;34.591,71;Decrição produto 6256
07/09/2018;57.757,93;Decrição produto 7682
30/05/2019;62.672,37;Decrição produto 5060
02/09/2018;66.318,99;Decrição produto 8835
21/02/2019;61.703,98;Decrição produto 8856
12/10/2018;62.737,95;Decrição produto 9045
26/03/2019;68.457,62;Decrição produto 1888
17/06/2018;16.845,39;Decrição produto 0022
17/02/2019;31.976,35;Decrição produto 4415
20/08/2019;11.975,95;Decrição produto 4319
21/04/2019;32.487,64;Decrição produto 5457
22/12/2018;66.787,27;Decrição produto 0694
21/06/2018;54.525,49;Decrição produto 7161
07/05/2018;15.834,45;Decrição produto 3336
04/10/2018;74.581,64;Decrição produto 5720
18/05/2019;24.735,3;Decrição produto 4582
19/06/2018;13.257,56;Decrição produto 4175
26/06/2018;11.243,27;Decrição produto 0967
09/01/2019;47.300,78;Decrição produto 0053
14/09/2018;96.255,16;Decrição produto 7277
22/10/2018;5.528,0;Decrição produto 8914
01/11/2018;71.690,75;Decrição produto 9099
15/05/2019;62.453,20;Decrição produto 4807
19/01/2019;28.209,89;Decrição produto 5794
04/01/2019;85.871,48;Decrição produto 6120
08/05/2018;7.935,35;Decrição produto 5734
30/11/2018;77.646,87;Decrição produto 9651
11/07/2018;60.609,72;Decrição produto 3299
04/03/2019;43.703,98;Decrição produto 4109
19/07/2019;9.893,27;Decrição produto 8207
10/04/2019;36.622,15;Decrição produto 5787
05/06/2018;10.547,74;Decrição produto 9678
13/01/2019;35.831,17;Decrição produto 0081
08/05/2018;50.327,80;Decrição produto 4175
19/06/2019;2.713,8;Decrição produto 1439
30/07/2019;1.923,98;Decrição produto 3151
05/06/2019;75.754,45;Decrição produto 6362
24/01/2019;88.613,63;Decrição produto 6830
23/07/2018;9.802,77;Decrição produto 3325
19/06/2018;20.779,98;Decrição produto 5674
24/11/2018;3.894,54;Decrição produto 8765
08/07/2018;41.412,18;Decrição produto 3728
05/08/2019;10.463,77;Decrição produto 2273
12/07/2019;61.657,56;Decrição produto 0606
31/05/2019;83.432,46;Decrição produto 9282
11/02/2019;47.350,20;Decrição produto 1591
03/03/2019;87.670,88;Decrição produto 8919
21/03/2019;86.380,15;Decrição produto 4747
08/06/2018;34.773,20;Decrição produto 1804
12/08/2019;94.689,46;Decrição produto 3645
10/06/2018;52.701,99;Decrição produto 7881
26/12/2018;46.292,53;Decrição produto 3664
09/09/2018;59.484,71;Decrição produto 5541
21/05/2019;57.759,70;Decrição produto 4729
09/11/2018;93.602,2;Decrição produto 2995
26/08/2019;1.446,57;Decrição produto 3971
18/10/2018;89.374,33;Decrição produto 9008
10/11/2018;2.946,9;Decrição produto 3658
21/05/2018;9.307,51;Decrição produto 3355
07/12/2018;64.734,0;Decrição produto 8608
15/10/2018;34.899,78;Decrição produto 9480
24/06/2019;2.581,63;Decrição produto 4968
23/01/2019;40.705,5;Decrição produto 5841
03/11/2018;51.855,83;Decrição produto 4321
27/09/2018;84.468,89;Decrição produto 5946
19/03/2019;19.373,30;Decrição produto 6573
01/11/2018;60.515,88;Decrição produto 6404
14/11/2018;62.231,73;Decrição produto 7457
28/05/2019;58.484,50;Decrição produto 9087
19/07/2018;80.410,47;Decrição produto 9789
19/06/2018;51.306,37;Decrição produto 8878
13/04/2019;81.508,4;Decrição produto 5791
29/05/2018;62.576,59;Decrição produto 4550
06/06/2019;32.557,72;Decrição produto 4313
16/07/2018;82.833,60;Decrição produto 8340
